2456	3
2176	0	1140
627	1	0
2178	0	1141
325	2	0
2180	1	0
2181	1	0
2182	0	1142
627	1	0
2184	0	1143
325	2	0
2186	1	0
2187	1	0
2188	0	1144
627	1	0
2190	0	1145
325	2	0
2192	1	0
2193	1	0
2194	0	1146
627	1	0
2196	0	1147
325	2	0
2198	1	0
2199	1	0
2200	0	1148
712	0	1149
2200	0	1150
627	1	0
2204	0	1151
325	2	0
2206	1	0
2207	1	0
2208	0	1152
2204	0	1153
2208	0	1154
2204	0	1155
2208	0	1156
627	1	0
2214	0	1157
325	2	0
2216	1	0
2217	1	0
2218	0	1158
627	1	0
2220	0	1159
325	2	0
2222	1	0
2223	1	0
2224	0	1160
627	1	0
2226	0	1161
325	2	0
2228	1	0
2229	1	0
2230	0	1162
627	1	0
2232	0	1163
325	2	0
2234	1	0
2235	1	0
2236	0	1164
627	1	0
2238	0	1165
325	2	0
2240	1	0
2241	1	0
2242	0	1166
627	1	0
2244	0	1167
325	2	0
2246	1	0
2247	1	0
2248	0	1168
627	1	0
2250	0	1169
325	2	0
2252	1	0
2253	1	0
2254	0	1170
627	1	0
2256	0	1171
325	2	0
2258	1	0
2259	1	0
2260	0	1172
627	1	0
2262	0	1173
325	2	0
2264	1	0
2265	1	0
2266	0	1174
627	1	0
2268	0	1175
325	2	0
2270	1	0
2271	1	0
2272	0	1176
627	1	0
2274	0	1177
325	2	0
2276	1	0
2277	1	0
2278	0	1178
627	1	0
2280	0	1179
325	2	0
2282	1	0
2283	1	0
2284	0	1180
627	1	0
2286	0	1181
325	2	0
2288	1	0
2289	1	0
2290	0	1182
627	1	0
2292	0	1183
325	2	0
2294	1	0
2295	1	0
2296	0	1184
627	1	0
2298	0	1185
325	2	0
2300	1	0
2301	1	0
2302	0	1186
627	1	0
2304	0	1187
325	2	0
2306	1	0
2307	1	0
2308	0	1188
627	1	0
2310	0	1189
325	2	0
2312	1	0
2313	1	0
2314	0	1190
627	1	0
2316	0	1191
325	2	0
2318	1	0
2319	1	0
2320	0	1192
627	1	0
2322	0	1193
325	2	0
2324	1	0
2325	1	0
2326	0	1194
627	1	0
2328	0	1195
325	2	0
2330	1	0
2331	1	0
2332	0	1196
627	1	0
2334	0	1197
325	2	0
2336	1	0
2337	1	0
2338	0	1198
627	1	0
2340	0	1199
325	2	0
2342	1	0
2343	1	0
2344	0	1200
627	1	0
2346	0	1201
325	2	0
2348	1	0
2349	1	0
2350	0	1202
627	1	0
2352	0	1203
325	2	0
2354	1	0
2355	1	0
2356	0	1204
627	1	0
2358	0	1205
325	2	0
2360	1	0
2361	1	0
2362	0	1206
627	1	0
2364	0	1207
325	2	0
2366	1	0
2367	1	0
2368	0	1208
627	1	0
2370	0	1209
325	2	0
2372	1	0
2373	1	0
2374	0	1210
627	1	0
2376	0	1211
325	2	0
2378	1	0
2379	1	0
2380	0	1212
627	1	0
2382	0	1213
325	2	0
2384	1	0
2385	1	0
2386	0	1214
627	1	0
2388	0	1215
325	2	0
2390	1	0
2391	1	0
2392	0	1216
0	2	0
2394	1	0
2395	0	1217
305	2	0
2397	1	0
2398	0	1218
2394	1	0
2400	0	1219
305	2	0
2402	1	0
2403	0	1220
2394	1	0
2405	0	1221
305	2	0
2407	1	0
2408	0	1222
2394	1	0
2410	0	1223
305	2	0
2412	1	0
2413	0	1224
2394	1	0
2415	0	1225
305	2	0
2417	1	0
2418	0	1226
2394	1	0
2420	0	1227
305	2	0
2422	1	0
2423	0	1228
2394	1	0
2425	0	1229
305	2	0
2427	1	0
2428	0	1230
2394	1	0
2430	0	1231
305	2	0
2432	1	0
2433	0	1232
2430	0	1233
2433	0	1234
2394	1	0
2437	0	1235
305	2	0
2439	1	0
2440	0	1236
2394	1	0
2442	0	1237
305	2	0
2444	1	0
2445	0	1238
0	2	0
2447	0	1239
2447	0	1240
0	2	0
2450	2	0
2451	0	1241
2450	2	0
2453	0	1242
0	0	1243
0	0	1243
